"","controller","condition","item","rt","NA","subject","group"
"4391","DashedSentence",0.5,5,3023,"FALSE","Native 20",-0.5
"4395","DashedSentence",-0.5,8,4016,"FALSE","Native 20",-0.5
"4399","DashedSentence",0.5,7,3781,"FALSE","Native 20",-0.5
"4415","DashedSentence",-0.5,12,2286,"FALSE","Native 20",-0.5
"4431","DashedSentence",0.5,1,2182,"FALSE","Native 20",-0.5
"4443","DashedSentence",0.5,9,3126,"FALSE","Native 20",-0.5
"4455","DashedSentence",-0.5,4,5963,"FALSE","Native 20",-0.5
"4489","DashedSentence",0.5,12,2580,"FALSE","Native 21",-0.5
"4521","DashedSentence",-0.5,5,2124,"FALSE","Native 21",-0.5
"4533","DashedSentence",-0.5,9,2142,"FALSE","Native 21",-0.5
"4537","DashedSentence",-0.5,1,1729,"FALSE","Native 21",-0.5
"4549","DashedSentence",-0.5,7,3155,"FALSE","Native 21",-0.5
"4553","DashedSentence",0.5,6,1859,"FALSE","Native 21",-0.5
"4577","DashedSentence",0.5,10,2875,"FALSE","Native 21",-0.5
"4633","DashedSentence",0.5,8,1433,"FALSE","Native 21",-0.5
"4645","DashedSentence",0.5,4,1992,"FALSE","Native 21",-0.5
"4657","DashedSentence",-0.5,11,2240,"FALSE","Native 21",-0.5
"4681","DashedSentence",0.5,2,1378,"FALSE","Native 21",-0.5
"4685","DashedSentence",-0.5,3,1844,"FALSE","Native 21",-0.5
"4729","DashedSentence",-0.5,4,7237,"FALSE","Native 22",-0.5
"4733","DashedSentence",0.5,3,14764,"FALSE","Native 22",-0.5
"4741","DashedSentence",0.5,1,8289,"FALSE","Native 22",-0.5
"4749","DashedSentence",-0.5,6,8025,"FALSE","Native 22",-0.5
"4757","DashedSentence",-0.5,2,9901,"FALSE","Native 22",-0.5
"4761","DashedSentence",-0.5,10,11909,"FALSE","Native 22",-0.5
"4805","DashedSentence",0.5,11,10702,"FALSE","Native 22",-0.5
"4849","DashedSentence",0.5,5,11088,"FALSE","Native 22",-0.5
"4853","DashedSentence",-0.5,12,5478,"FALSE","Native 22",-0.5
"4889","DashedSentence",0.5,7,11886,"FALSE","Native 22",-0.5
"4901","DashedSentence",0.5,9,6661,"FALSE","Native 22",-0.5
"4917","DashedSentence",-0.5,8,4986,"FALSE","Native 22",-0.5
"4947","DashedSentence",0.5,8,9977,"FALSE","Native 23",-0.5
"4963","DashedSentence",0.5,2,4910,"FALSE","Native 23",-0.5
"4967","DashedSentence",-0.5,5,4100,"FALSE","Native 23",-0.5
"4971","DashedSentence",-0.5,7,7258,"FALSE","Native 23",-0.5
"4999","DashedSentence",-0.5,3,10917,"FALSE","Native 23",-0.5
"5019","DashedSentence",-0.5,11,5577,"FALSE","Native 23",-0.5
"5023","DashedSentence",0.5,12,10063,"FALSE","Native 23",-0.5
"5047","DashedSentence",0.5,6,6284,"FALSE","Native 23",-0.5
"5055","DashedSentence",-0.5,1,6468,"FALSE","Native 23",-0.5
"5063","DashedSentence",0.5,4,6437,"FALSE","Native 23",-0.5
"5131","DashedSentence",0.5,10,12046,"FALSE","Native 23",-0.5
"5151","DashedSentence",-0.5,9,4397,"FALSE","Native 23",-0.5
"5163","DashedSentence",-0.5,12,6779,"FALSE","Native 24",-0.5
"5175","DashedSentence",-0.5,8,4741,"FALSE","Native 24",-0.5
"5191","DashedSentence",0.5,5,8096,"FALSE","Native 24",-0.5
"5195","DashedSentence",-0.5,4,9133,"FALSE","Native 24",-0.5
"5211","DashedSentence",0.5,9,9581,"FALSE","Native 24",-0.5
"5219","DashedSentence",-0.5,10,5978,"FALSE","Native 24",-0.5
"5267","DashedSentence",0.5,7,6749,"FALSE","Native 24",-0.5
"5271","DashedSentence",-0.5,6,7070,"FALSE","Native 24",-0.5
"5283","DashedSentence",0.5,1,4020,"FALSE","Native 24",-0.5
"5323","DashedSentence",-0.5,2,7435,"FALSE","Native 24",-0.5
"5335","DashedSentence",0.5,3,8938,"FALSE","Native 24",-0.5
